,id,price,heading,link,make,model,odometer_km,year,colour,location,doors,fuel_consumption_lpkm,engine_power_max_kW,engine_size_l,engine_fuel_type,engine_fuel_tank_l,engine_transmission,performace_0_to_100_s,performace_speed_max_kmph,economy_fuel_consumption_lpkm,economy_fuel_range_km,economy_CO2_gpkm,safety_ABS,safety_EBD,safety_brake_assist,safety_driver_airbag,safety_passenger_airbag,safety_airbag_quantity,features_bluetooth,features_aircon,specs_doors,specs_seats,specs_kerb_weight,history_num_owners,options,description,img_link
258,258,139900.0,2019 Kia Picanto 1.0 Start for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2019-Kia-Picanto-1.0-Start-Western-Cape-Tygervalley/5363921/"">
Kia Picanto 1.0 Start </a>",Kia,Kia Picanto,501.0,2019.0,metallic sparkling silver,western cape,,,49.0,1.0,p,35.0,m,,155.0,5.0,700.0,118.0,False,False,False,True,False,1.0,True,True,5.0,5.0,952.0,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
259,259,139900.0,2019 Datsun Go 1.2 MID for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2019-Datsun-Go-1.2-MID-Western-Cape-Stellenbosch/5371043/"">
Datsun Go 1.2 MID </a>",Datsun,Datsun Go,45.0,2019.0,silver,western cape,,,50.0,1.2,p,35.0,m,,161.0,5.2,673.0,123.0,True,False,False,True,True,2.0,True,True,5.0,5.0,779.0,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
260,260,139900.0,2013 Volkswagen Polo 1.6 Trendline 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Volkswagen-Polo-1.6-Trendline-5dr-Western-Cape-Malmesbury/5374437/"">
Volkswagen Polo 1.6 Trendline 5dr </a>",Volkswagen,Volkswagen Polo,73000.0,2013.0,grey,western cape,,,77.0,1.6,p,45.0,m,,188.0,6.4,703.0,153.0,True,True,False,True,True,4.0,False,True,5.0,5.0,1056.0,,,,
261,261,139900.0,2018 Kia Picanto 1.0 Street for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2018-Kia-Picanto-1.0-Street-Western-Cape-Kuils-River/5429729/"">
Kia Picanto 1.0 Street </a>",Kia,Kia Picanto,33080.0,2018.0,silver,western cape,,,49.0,1.0,p,35.0,m,,155.0,5.0,700.0,118.0,True,True,False,True,True,2.0,True,True,5.0,5.0,952.0,,,"At WINGFIELD MOTORS our customers is king!Before delivery, this vehicle will receive a Multi-point quality inspection before being subjected to an AA DEKRA roadworthiness test. We will trade in any vehicle on this transaction and ensure you receive a pleasant buying experience. Finance and Insurance can be arranged from our premises by our highly qualified and experienced staff. You can be assured of great aftersales service, should this be required. This vehicle can be delivered country wide at an agreed cost. Please ask about our optional mechanical breakdown insurance for your new vehicle. We also provide optional service plans to ensure you do not experience sudden servicing costs.Submit an enquiry on this vehicle NOW !!",
262,262,139900.0,2012 Toyota Auris 1.6 Xi for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2012-Toyota-Auris-1.6-Xi-Western-Cape-Bellville/5430937/"">
Toyota Auris 1.6 Xi </a>",Toyota,Toyota Auris,155153.0,2012.0,silver,western cape,,,97.0,1.6,p,55.0,m,,195.0,7.0,786.0,165.0,True,True,True,True,True,4.0,True,True,5.0,5.0,1305.0,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
263,263,139900.0,2015 Volkswagen Polo 1.2 TSI Trendline (66KW) for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2015-Volkswagen-Polo-1.2-TSI-Trendline-66KW-Western-Cape-Milnerton/5437623/"">
Volkswagen Polo 1.2 TSI Trendline (66KW) </a>",Volkswagen,Volkswagen Polo,121601.0,2015.0,grey,western cape,,,66.0,1.2,p,45.0,m,,184.0,4.9,918.0,117.0,True,True,True,True,True,4.0,True,True,5.0,5.0,1048.0,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
264,264,139900.0,2013 Honda Civic 1.8 Elegance 5dr A/t for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Honda-Civic-1.8-Elegance-5dr-At-Western-Cape-Tokai/5438981/"">
Honda Civic 1.8 Elegance 5dr A/t </a>",Honda,Honda Civic,104000.0,2013.0,grey,western cape,,,104.0,1.8,p,50.0,a,,207.0,6.5,769.0,155.0,True,True,True,True,True,6.0,False,True,5.0,5.0,1269.0,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
265,265,139900.0,2013 Volkswagen Polo 1.4 Comfortline 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2013-Volkswagen-Polo-1.4-Comfortline-5dr-Western-Cape-Stellenbosch/5443496/"">
Volkswagen Polo 1.4 Comfortline 5dr </a>",Volkswagen,Volkswagen Polo,103800.0,2013.0,silver,western cape,,,63.0,1.4,p,45.0,m,,177.0,6.1,738.0,144.0,True,True,False,True,True,4.0,False,True,5.0,5.0,1049.0,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
266,266,139900.0,2017 Kia Picanto 1.2 Start for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2017-Kia-Picanto-1.2-Start-Western-Cape-George/5451240/"">
Kia Picanto 1.2 Start </a>",Kia,Kia Picanto,19000.0,2017.0,silver,western cape,,,61.0,1.2,p,35.0,m,,170.0,5.0,700.0,116.0,False,False,False,True,False,1.0,True,True,5.0,5.0,961.0,,,"JUST ARRIVE!!!Carpointe- At Tavcor George we believe in first class customer service. All our Vehicles undergo a 80 Point Mechanical Check, AA Roadworthy Test and is Accident free unless advertised as otherwise. We do accept trade-ins of all Makes and Models. We have dedicated Finance Managers that can arrange finance for you should you want to finance the vehicle. We also offer Value Added Products like Service and Warranty Plan Extensions. We deliver Nationwide and charge a delivery fee depending on the distance of delivery. Price advertised excludes: Dealer Service Fee of R4000, Lic /Reg of R781, Number plates of R400. The Vehicle you see Today and want to inquire about Tomorrow, might be inquired about Today and be gone Tomorrow!!",
267,267,139900.0,2019 Suzuki Swift 1.2 GA for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2019-Suzuki-Swift-1.2-GA-Western-Cape-Tygervalley/5454662/"">
Suzuki Swift 1.2 GA </a>",Suzuki,Suzuki Swift,24592.0,2019.0,silver,western cape,,,61.0,1.2,p,37.0,m,,170.0,4.9,755.0,116.0,True,True,True,True,True,2.0,False,True,5.0,5.0,875.0,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
268,268,139950.0,2017 Renault Sandero 900 T expression for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2017-Renault-Sandero-900-T-expression-Western-Cape-Vredenburg/5113785/"">
Renault Sandero 900 T expression </a>",Renault,Renault Sandero,44169.0,2017.0,silver (lightning),western cape,,,66.0,0.9,p,50.0,m,,169.0,5.2,962.0,119.0,True,True,True,True,True,2.0,True,True,5.0,5.0,1046.0,,,"Estimated monthly payment is R 2 870 over 60 months with a 10% deposit of R 14 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
269,269,139950.0,2017 Ford Figo 1.5 Ambiente 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2017-Ford-Figo-1.5-Ambiente-5-Door-Western-Cape-Milnerton/5141055/"">
Ford Figo 1.5 Ambiente 5-Door </a>",Ford,Ford Figo,54411.0,2017.0,silver,western cape,,,82.0,1.5,p,42.0,m,,175.0,5.9,712.0,141.0,True,False,False,True,True,2.0,True,True,5.0,5.0,1070.0,,,"Estimated monthly payment is R 2 870 over 60 months with a 10% deposit of R 14 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
270,270,139990.0,2019 Kia Picanto 1.0 Start for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2019-Kia-Picanto-1.0-Start-Western-Cape-Tygervalley/5124167/"">
Kia Picanto 1.0 Start </a>",Kia,Kia Picanto,501.0,2019.0,metallic sparkling silver,western cape,,,49.0,1.0,p,35.0,m,,155.0,5.0,700.0,118.0,False,False,False,True,False,1.0,True,True,5.0,5.0,952.0,,,"Estimated monthly payment is R 2 870 over 60 months with a 10% deposit of R 14 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
271,271,139990.0,2017 Volkswagen Up Move UP 1.0 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2017-Volkswagen-Up-Move-UP-1.0-5-Door-Western-Cape-Cape-Town/5277547/"">
Volkswagen Up Move UP 1.0 5-Door </a>",Volkswagen,Volkswagen Up,54000.0,2017.0,silver,western cape,,,55.0,1.0,p,35.0,m,,173.0,4.6,761.0,106.0,True,True,False,True,True,4.0,True,True,5.0,4.0,818.0,,,"Beautiful one owner vehicle with full service history. Fitted with radio with usb, controls on steering wheel, e/windows, p/steering, c/locking, abs brakes and lots more. All trade ins welcome. Finance and delivery will be arranged. INTERESTED?: CONTACT US ON 021 591 31687. VISIT OUR WEBSITE AT mcmotors.co.za FOR MORE BEAUTIFUL CARS OR COME AND VIEW AT 38 VOORTREKKER ROAD, GOODWOOD",
272,272,139990.0,2018 Kia Picanto 1.0 Street for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2018-Kia-Picanto-1.0-Street-Western-Cape-Tygervalley/5407813/"">
Kia Picanto 1.0 Street </a>",Kia,Kia Picanto,19100.0,2018.0,silver,western cape,,,49.0,1.0,p,35.0,m,,155.0,5.0,700.0,118.0,True,True,False,True,True,2.0,True,True,5.0,5.0,952.0,,,"Estimated monthly payment is R 2 870 over 60 months with a 10% deposit of R 14 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
273,273,139990.0,2009 Volkswagen Golf Vi 1.4 Tsi Comfortline for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2009-Volkswagen-Golf-Vi-1.4-Tsi-Comfortline-Western-Cape-Goodwood/5428735/"">
Volkswagen Golf Vi 1.4 Tsi Comfortline </a>",Volkswagen,Volkswagen Golf,206000.0,2009.0,black,western cape,,,90.0,1.4,p,55.0,m,,200.0,6.2,887.0,144.0,True,True,True,True,True,7.0,False,True,5.0,5.0,1290.0,,,Excellent condition with service history.No deposit required.Same day finance available.Trade ins accepted.Contact Margie on 0845478613,
274,274,139990.0,2017 Citroen C4 1.6 Vti Seduction A/t for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2017-Citroen-C4-1.6-Vti-Seduction-At-Western-Cape-Athlone/5429433/"">
Citroen C4 1.6 Vti Seduction A/t </a>",Citroen,Citroen C4,11000.0,2017.0,silver,western cape,,,,,p,,a,,,,,,False,False,False,False,False,,False,False,,,,,,2017 Citreon C4 1.6 VTI Automatic 11 000 kms This car drives like dream Available On FinanceAll The Bells & Whistles Call Raeez: 071 111 2451 Naqeeb: 084 566 4229Kay: 072 189 0401,
275,275,139995.0,2011 MINI Cooper S S for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2011-MINI-Cooper-S-S-Western-Cape-Claremont/4993938/"">
MINI Cooper S S </a>",MINI,MINI Cooper S,112169.0,2011.0,silver,western cape,,,135.0,1.6,p,50.0,m,,228.0,6.3,794.0,146.0,True,True,True,True,True,6.0,True,True,3.0,5.0,1215.0,,,,
276,276,139995.0,2015 Hyundai i20 Hyundai i20 1.2 Motion for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2015-Hyundai-i20-Hyundai-i20-1.2-Motion-Western-Cape-Bellville/5100165/"">
Hyundai i20 Hyundai i20 1.2 Motion </a>",Hyundai,Hyundai i20,63000.0,2015.0,grey,western cape,,,61.0,1.2,p,40.0,m,,165.0,5.9,678.0,140.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1003.0,,,"A/con, P/steering, C/locking, E/windows front, USB.FULL SERVICE RECORD.Very clean car with the lowest mileage in town.Call Andrew NOW!!! on 082 357 4616.",
277,277,139995.0,2017 Toyota Etios 1.5 Xs 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2017-Toyota-Etios-1.5-Xs-5dr-Western-Cape-Brackenfell/5241169/"">
Toyota Etios 1.5 Xs 5dr </a>",Toyota,Toyota Etios,45000.0,2017.0,silver/grey,western cape,,,66.0,1.5,p,45.0,m,,165.0,6.0,750.0,138.0,True,True,False,True,True,2.0,True,True,5.0,5.0,920.0,,,REPLY NOW TO SECURE THIS VEHICLE !!!SPOTLESS VEHICLE ALL ROUND !!!ALL VEHICLES SOLD ARE SUBJECT TO THE FOLLOWING:•	AA DEKRA CONDITION REPORT•	AA DEKRA ROADWORTHY TEST •	TRADE INS WELCOME•	FULL SERVICE HISTORY•	GUARANTEED ACCIDENT FREEIN-HOUSE FINANCE AVAILABLE ON ALL MAKES AND MODELSPRICING EXCLUDES ON THE ROAD CHARGESREQUIREMENTS FOR FINANCE:•	COPY OF ID DOCUMENT•	COPY OF DRIVERS LICENSE•	PROOF OF INCOME•	PROOF OF ADDRESS •	3 MONTH’S BANK STATEMENTSCALL TODAY FOR THE BEST SERVICE AROUND.CNR. OKAVANGO RD &amp; LANGEBERG RIDGE RD.BRACKENFELL/ KRAAIFONTEINCAPE TOWN7562,
278,278,139995.0,2014 Volkswagen Polo Vivo GP 1.4 Conceptline 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Volkswagen-Polo-Vivo-GP-1.4-Conceptline-5-Door-Western-Cape-Cape-Town/5249435/"">
Volkswagen Polo Vivo GP 1.4 Conceptline 5-Doo </a>",Volkswagen,Volkswagen Polo Vivo,135000.0,2014.0,silver,western cape,,,55.0,1.4,p,45.0,m,,171.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1049.0,,,"NOVEMBER PROMOTION !!!Every successful finance application.....Win a FREE year mechanical warranty....or R5000,00 back in cash...To qualify simply contact us on our whats-up line 0842386156 orsend us an email wesley@wbtauto.co.za",
279,279,139995.0,2018 Toyota Etios 1.5 Xs 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2018-Toyota-Etios-1.5-Xs-5dr-Western-Cape-Goodwood/5254319/"">
Toyota Etios 1.5 Xs 5dr </a>",Toyota,Toyota Etios,46551.0,2018.0,silver,western cape,,,66.0,1.5,p,45.0,m,,165.0,6.0,750.0,138.0,True,True,False,True,True,2.0,True,True,5.0,5.0,930.0,,,2018,
280,280,139995.0,2014 Renault Clio IV 900 T expression 5-Door (66KW) for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Renault-Clio-IV-900-T-expression-5-Door-66KW-Western-Cape-Bellville/5261411/"">
Renault Clio IV 900 T expression 5-Door (66KW </a>",Renault,Renault Clio,128000.0,2014.0,grey,western cape,,,66.0,0.9,p,45.0,m,,178.0,5.5,818.0,126.0,True,True,True,True,True,4.0,True,True,5.0,5.0,977.0,,,"Finance Available AND Trade-ins Welcome. Terms and conditions apply, errors and omissions excepted. Please click (More ads from this seller) to view more vehicles for sale at AUTOSPOT or visit www.autospot.co.zaAUTOSPOT, 68 STRAND ROAD STIKLAND, BELLVILLE021 949 0002 OR 0861 668 622 TOLL FREEPAUL - 082 724 6711 (Available on WhatsApp)OOM PIET - 082 489 8368GAVIN - 082 979 3429 (Available on WhatsApp)FRANCOIS – 081 714 8760 (Available on WhatsApp)",
281,281,139995.0,2016 Volkswagen Polo Vivo 1.4 Trendline 5Dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2016-Volkswagen-Polo-Vivo-1.4-Trendline-5Dr-Western-Cape-Milnerton/5285757/"">
Volkswagen Polo Vivo 1.4 Trendline 5Dr </a>",Volkswagen,Volkswagen Polo Vivo,65466.0,2016.0,silver,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"Great condition! Full service history.Equiped with factory extra's such as Alloys, cruise control, electric windows.If you're in the market for this popular hatch back, then look no further. Easy to maintain and light on fuel.Book your test drive now!Finance available through all major banks, trade ins welcomeContact JACO - 0783115122",
282,282,139995.0,2015 Opel Adam 1.0T JAM 3-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2015-Opel-Adam-1.0T-JAM-3-Door-Western-Cape-Bellville/5309663/"">
Opel Adam 1.0T JAM 3-Door </a>",Opel,Opel Adam,67000.0,2015.0,charcoal,western cape,,,85.0,1.0,p,35.0,m,,196.0,4.7,745.0,109.0,True,True,True,True,True,6.0,True,True,3.0,4.0,1156.0,,,"Finance Available AND Trade-ins Welcome. Terms and conditions apply, errors and omissions excepted. Please click (More ads from this seller) to view more vehicles for sale at AUTOSPOT or visit www.autospot.co.zaAUTOSPOT, 68 STRAND ROAD STIKLAND, BELLVILLE021 949 0002 OR 0861 668 622 TOLL FREEPAUL - 082 724 6711 (Available on WhatsApp)OOM PIET - 082 489 8368GAVIN - 082 979 3429 (Available on WhatsApp)FRANCOIS – 081 714 8760 (Available on WhatsApp)",
283,283,139995.0,2013 Volkswagen Polo 1.6 Comfortline Tip 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Volkswagen-Polo-1.6-Comfortline-Tip-5dr-Western-Cape-Wynberg/5368713/"">
Volkswagen Polo 1.6 Comfortline Tip 5dr </a>",Volkswagen,Volkswagen Polo,120000.0,2013.0,silver,western cape,,,77.0,1.6,p,45.0,a,,185.0,6.7,672.0,157.0,True,True,False,True,True,4.0,False,True,5.0,5.0,1139.0,,,"Immaculate Condition, Full service history, last service carried out on 105102km on 26/01/2019. A great all round hatch back. Safe, Reliable, Economical and practical. If you're in the market for an affordable Hatch Back with a proven track record, then look no further, this one's for you. 2yr Prestige unlimited kilometre extended warranties and Finance available at all major banks. Trade ins welcome. Buy with confidence at a Blue Chip Dealer @ www.DrivingForce.biz Contact: Brent 0828728100 Glen 0827795266 o/h 0217616757Driving Force360 Main Road, Wynberg021 761 6757www.drivingforce.bizProudly a member of the Blue Chip Group! Buy with Confidence",
284,284,139995.0,2015 Hyundai Grand i10 1.25 Fluid Auto for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2015-Hyundai-Grand-i10-1.25-Fluid-Auto-Western-Cape-Bellville/5371915/"">
Hyundai Grand i10 1.25 Fluid Auto </a>",Hyundai,Hyundai Grand i10,129000.0,2015.0,grey,western cape,,,64.0,1.2,p,43.0,a,,160.0,6.9,623.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1078.0,,,"Finance Available AND Trade-ins Welcome. Terms and conditions apply, errors and omissions excepted. Please click (More ads from this seller) to view more vehicles for sale at AUTOSPOT or visit www.autospot.co.zaAUTOSPOT, 68 STRAND ROAD STIKLAND, BELLVILLE021 949 0002 OR 0861 668 622 TOLL FREEPAUL - 082 724 6711 (Available on WhatsApp)OOM PIET - 082 489 8368GAVIN - 082 979 3429 (Available on WhatsApp)FRANCOIS – 081 714 8760 (Available on WhatsApp)",
285,285,139995.0,2013 Hyundai i20 1.4 Glide for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Hyundai-i20-1.4-Glide-Western-Cape-Bellville/5371917/"">
Hyundai i20 1.4 Glide </a>",Hyundai,Hyundai i20,99000.0,2013.0,black,western cape,,,73.0,1.4,p,45.0,m,,181.0,6.1,738.0,132.0,True,True,False,True,True,6.0,True,True,5.0,5.0,1028.0,,,"Finance Available AND Trade-ins Welcome. Terms and conditions apply, errors and omissions excepted. Please click (More ads from this seller) to view more vehicles for sale at AUTOSPOT or visit www.autospot.co.zaAUTOSPOT, 68 STRAND ROAD STIKLAND, BELLVILLE021 949 0002 OR 0861 668 622 TOLL FREEPAUL - 082 724 6711 (Available on WhatsApp)OOM PIET - 082 489 8368GAVIN - 082 979 3429 (Available on WhatsApp)FRANCOIS – 081 714 8760 (Available on WhatsApp)",
286,286,139995.0,2014 Kia Rio 1.4 Tec 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Kia-Rio-1.4-Tec-5dr-Western-Cape-Bellville/5386021/"">
Kia Rio 1.4 Tec 5dr </a>",Kia,Kia Rio,117000.0,2014.0,silver,western cape,,,79.0,1.4,p,43.0,m,,183.0,6.4,672.0,151.0,True,True,False,True,True,6.0,True,True,5.0,5.0,1041.0,,,Ever popular Kia Rio Tec with the original TEC wheels and factory fitted sunroof.Call Andrew NOW!!! on 082 357 4616.FULL SERVICE RECORD.,
287,287,139995.0,2016 Opel Corsa 1.0T Essentia 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2016-Opel-Corsa-1.0T-Essentia-5-Door-Western-Cape-Cape-Town/5451694/"">
Opel Corsa 1.0T Essentia 5-Door </a>",Opel,Opel Corsa,86000.0,2016.0,grey,western cape,,,85.0,1.0,p,45.0,m,,195.0,5.0,900.0,117.0,True,True,True,True,True,6.0,True,True,5.0,5.0,1220.0,,,"2016 OPEL CORSA 1.0T ECOFLEX ESSENTIA 5DR, 86000KMS, CLOTH INTERIOR, MANUAL TRANSMISSION, AIRCON, CD/MP3 PLAYER WITH AUX/BLUETOOTH, MULTI FUNCTION STEERING, AIRBAGS, POWER STEERING, REMOTE CENTRAL LOCKING. IN EXCELLENT CONDITION. Trade ins Welcome, Finance Available. (Price excludes license, registration, document and delivery fees.).Craig - 064 189 1964 craig@sjcars.co.za |TK 0813164460 tk@sjcars.co.za | Wesley 0826104330 wesley@sjcars.co.za",
